HS CODE	DESCRIPTION  / KEYWORD
293690	Dietary supplement tea
293690	Dietary supplement tincture
293690	Dietary supplement tincture
293690	Extract
293690	Extract supplement
293690	Fish oil
293690	Fish oil
293690	Flora prime
293690	Food additive
293690	Food liquid
293690	Food supplement
293690	Glucosamine
293690	Glutatione
293690	Green coffee bean
293690	Green Naturalaser
293690	Health powder
293690	Immune support
293690	Immune support
293690	Krill oil
293690	Lipozene
293690	Lypospheric
293690	Meal replacement
293690	Natural supplement
293690	Non prescription medication
293690	Nutritional supplement
293690	Over the counter medicine
293690	Over the counter medicine
293690	Prednisolone
293690	Sport nutrition
293690	Stevia
293690	Sweetner
293690	Thromboxanes
293690	Thyroxal
293690	Ubiquinol
294110	Medication
300220	Animal blood
300220	Animal blood
300220	Bacterial lysates
300220	Blood plasma
300220	Gland
300220	Human blood
300220	Human tissue
300220	Microorganisms cultures
300220	Microorganisms cultures
300220	Toxins
300220	Toxoids
300220	Vaccines
300230	Animal vaccine
300230	Pet medication
300230	Veterinary medicine
300490	Amino Acids
300490	Cephalosporins
300490	Cold preparation
300490	Cough preparation
300490	Diuretics
300490	Haematological agents
300490	Laxatives
300490	Macrolides
300490	Morphine
300490	Pediatric drops
300490	Tranquilizers
300640	Dental cements
300640	Dental fillings
300660	Contraceptive
310229	Ammonium nitrate
310229	Calcium nitrate
310229	Calcium nitrate
310229	Magnesium potassium sulphate
310229	Superphosphates
310229	Urea
320290	Colour lakes
320290	Colouring matter
320290	Direct dyes
320290	Disperse dyes
320290	Fluorescent brightening agents
320290	Prepared colours
320290	Prepared pigments
320290	Stamping foils
320290	Tanning cream
320290	Tanning preparations
320290	Tannins
320290	Vat dyes
320300	Food coloring
320300	Food coloring
320300	Food decorating color
320417	Quinacridone preparations
321390	Art color supplies
321390	Modifying tints
321390	Paint bottle
321390	Paint jars
321390	Paint tablets
321390	Paint tablets
321390	Paint tubes
321390	Pigment
321390	Prepared driers
321390	Sealer
321390	Student colours
321390	Student colours
321390	Vinyl polymer
321410	Caulking
321410	Grafting putty
321410	Mastics
321410	Non refractory surfacing preparations
321519	Flexographic
321519	Lithographic
321590	Pen ink
330119	Oil
330119	Perume oil
330119	Scented oil
330210	Odoriferous substances
330300	Eau de toilette
330300	Perfume
330300	Toilet waters
330520	Hair
330590	Curl control
330590	Curl control
330610	Teeth whitening
330610	Teeth whitening
330610	Tooth whitening
330690	Dental floss
330690	Dental floss
330690	Dental hygiene
330690	Denture cleaner
330690	Denture fixative paste
330690	Mouth wash
330690	Mouth wash
330690	Oral rinse
330720	Antiperspirant
330720	Deoderent
330749	Agarbatti
330749	Air diffuser
330749	Air diffuser
330749	Air freshener
330749	Aromatherapy
330749	Insence
330749	Room deodorizer
330790	Bath oil
330790	Contact lens solution
330790	Cosmetic preparation
330790	Cosmetic preparation
330790	Saline solution
330790	Shaver
330790	Shaving preparation
340111	Castile soap
340111	Castile soap
340290	Antioxidants
340290	Hardeners
340311	Bolt release preparations
340311	cutting oil preparations
340311	Lubricating oil preparations
340311	Lubricating oil preparations
340311	Mould release preparations
340311	Petroleum based lubricants
340420	Artificial
340420	Floor
340420	Furniture
340420	Polyethylene glycol
340420	Prepared
340420	Scouring
340600	Candlestick
340600	Partylite
350190	Acrylic polymers
350190	Casein
350190	Casein glues
350190	Dextrin
350190	Epoxide resins
350190	Pregelatinized starch
350190	Pregelatinized starch
350190	Proteases
350610	Bovi Bond
350610	Urethane adhesive
360200	Combustible material
360200	Combustible material
360200	Detonating caps
360200	Detonating caps
360200	Electric detonators
360200	Lighter fuel
360200	Lighters gas
360200	Liquefied gas
360200	Liquefied gas
360200	Nitroglycerin
360200	Percussion caps
360200	Propellent powders
360200	Propellent powders
360200	Pyrophoric alloys
360200	Pyrotechnic articles
360200	Rain rockets
360200	Resin torches
370110	Cinematographic film
370110	Media film
370110	Media film
370110	Photographic film
370110	Photographic transmission machine paper
370110	X ray film
370110	X ray film
370110	X ray plates
370110	X ray plates
370120	Microfilm
370120	Photographic film in rolls
370120	Photographic film in rolls
370120	Photographic film in rolls
380190	Activated carbon
380190	Activated clay
380190	Activated diatomite
380190	Activated perlite
380190	Artificial graphite
380190	Residual lyes
380190	Resin acids
380190	Resin acids
380190	Salt of resin acids
380190	Salts of rosin
380190	Semi colloidal graphite
380190	Wood creosote
380190	Wood tar
380190	Wood tar
380190	Wood tar oils
380190	Wood tar oils
380190	Wood turpentine oil
380850	Anti sprouting products
380850	Disinfectant products
380850	Insect repellent
380850	Skeetervac
381590	Anti knock preparations
381590	Anti oxidizing preparations
381590	Brazing powder
381590	Compound plasticizers for plastics
381590	Fire extinguishers preparations
381590	Fire extinguishers preparations
381590	Gum inhibitors
381590	Gum inhibitors
381590	Mixed alkylbenzenes
381590	Oxidation inhibitors
381590	Prepared rubber accelerators
381590	Refractory mortars
381590	Soldering paste
381590	Welding powder
381900	Anti freezing preparations
381900	Clinical waste
381900	Hydraulic brake fluid
381900	Hydraulic transmission fluid
381900	Industrial monocarboxylic fatty acids
381900	Municipal waste
381900	Prepared de icing fluid
382550	Antifreeze fluids
382550	Hydraulic fluids
382550	Hydraulic fluids
382600	Biodiesel fuel
390110	Acrylonitrile butadiene styrene copolymers
390110	Acrylonitrile butadiene styrene copolymers
390110	Ethylene vinyl acetate copolymers
390110	Polyethylene
390110	Polymers of vinyl chloride
390110	Polymers of vinyl chloride
390110	Polypropylene
392049	Screen protector
392049	Screen protector
392210	Plastic
392210	Vinyl
392590	Balcony
392590	Barriers
392590	Bobbin
392590	Cupholder
392590	Filter
392590	Flutings
392590	Food saver
392590	Garbage can
392590	Handles
392590	Mattress covers
392590	Pail
392590	Partitions
392590	Picnic coolers
392590	Reservoir
392590	Roof
392590	Shelf
392590	Sign
392590	Spool
392590	Toilet seat
392590	Towel rail
392590	Towel rail
392590	Vat
392590	Window
392690	Crutch grip
392690	Nursing cushion
392690	Pessaries
392690	Syringe bulb
392690	Syringe bulb
400110	Carboxylated styrene butadiene
400110	Compounded rubber
400110	Styrene butadiene rubber
400110	Transmission belt
400690	Tube
401110	Pneumatic tires
401110	Tire
401410	Boat fender
401410	Bottle stoppers
401410	Dock fenders
401511	Mitten
401519	Garment
401691	Padded mat
401691	Padded mat
401691	Rubber mat
401691	Rubber mat
401693	Seals
401693	Washers
410120	Raw hide
410120	Raw Skin
410120	Whole skin
410120	Whole skin
411410	Chamois leather
411410	Metallized leather
420211	Harley
420211	Harley touring
420211	Musical instrument bag
420211	Musical instrument bag
420211	Musical instrument case
420211	Musical instrument case
420211	Touring pack
420211	Travel bag
420219	Back pack
420219	Backpack
420219	Book bag
420219	Gucci bag
420219	Instrument case
420219	Musical instrument bag
420219	Musical instrument case
420219	Pouch
420219	Stirrups
420219	Strap
420219	Suitcase
420219	Travel bag
420219	Trunk
420221	Epi Lussac
420221	Hand bag
420229	Purse
420229	Soho Optic Linen Hobo
420231	Pipe case
420231	Tobacco pouch
420231	Tobacco pouch
420231	Wallet
420239	Billfold
420239	Cigarette case
420239	Pipe case
420239	Pocket book
420291	Haversacks
420291	Jewelery box
420291	Jewellery box
420291	Razor strop
420291	Shoulder tote
420291	Tool bag
420291	Tote bag
420291	Watch box
420291	Watch box
420292	Haversacks
420292	Knapsacks
420292	Maxpedition Mongo
420292	Messenger bag
420292	Messenger bag
420292	Packsacks
420292	Tactical soms
420299	Case
430180	Raw fur skin
430400	Fur skin
430400	Fur skin
430400	Lambskin
440110	Box pallets
440110	Casks
440110	Dowelling
440110	Fence
440110	Maple wood
440110	Maple wood
440110	Pellet
440110	Pole
440929	Oak flooring
441210	Laminated wood
441210	Parquet
441400	Photo frame
441400	Photo frame
441400	Picture frame
441400	Window frame
441510	Case
441860	Beams
441860	Posts
441900	Bird feeder
441900	Clothes hanger
441900	Cutlery case
441900	Mallet
441900	Pepper shaker
441900	Salt saker
441900	Softwood
441900	Toothpick
442090	Coat rack
442190	Countertop
460211	Wickerwork
480100	Wrapping paper
480630	Embossed
480630	Parchment
481390	Paper
481490	Wall covering
481490	Wall paper
481720	Cardboard
481720	Composite
481720	Filter paper
481720	Napkin
481720	Paper dish
481720	Paper plate
481720	Paper sheet
481720	Photo sensitive paper
481720	Photo sensitive paper
481720	Sanitary napkin
481720	Serviette
481890	Tablecloths
481890	Tissues
481890	Towels
482040	Manifold
490700	Banknote
490700	Cheque forms
490700	Stock
491191	Baseball cards
491191	Sportscards
510119	Fabric
510119	Thread
520299	Cloth
540120	Sewing thread
540120	Sewing thread
550190	Synthetic filament tow
550190	Synthetic staple fibres
560121	Cordage twine
560121	Gimped yarn
560121	Knotted netting of twine
560121	Metallized yarn
560121	Textile fibres
560121	Twine
570210	Rug
570500	Textile floor covering
580190	Needle worked tapestries
580190	Needle worked tapestries
580190	Quilted textile
580190	Ribbon
580190	Tulles
590190	Canvas
590190	Linoleum
590190	Painting canvas
600110	Yarn
610190	Anorak
610190	Cape
610190	Cloak
610190	Rain coat
610310	Breeches
610310	Pants
610310	Skirt
610310	Trouser
610711	Underware
610729	Blouse
610729	Boxers
610729	Pajamas
610729	Pyjamas
610729	Robe
610729	Seamless
610729	Underwear
610990	Long sleeve
610990	Tank top
610990	Tee shirt
611011	Cardigan
611011	Clothes
611011	Turtle neck
611011	Waistcoat
611219	Active wear
611219	Athletic clothing
611219	Body suit
611219	Hip hugger
611219	Motorcycle wear
611219	Snow suit
611219	Snow suit
611219	Snowsuit
611219	Swim shorts
611219	Swim wear
611219	Tutu
611490	Unitard
611510	Socks
611699	Mittens
611699	Mitts
611790	Cycling short insert
620111	Jacket
620111	Poncho
620112	Coat
620112	Parka
620112	Raincoat
620112	Wind cheater
620112	Wind cheater
620113	Jacket
620113	Poncho
620192	Ski jacket
620192	Ski jacket
620311	Breeches
620311	Ensemble
620311	Skirt
620311	Trouser
620343	Ensemble
620343	Skirt
620343	Suit
620343	Trouser
620349	Denim
620349	Flare leg
620349	High rise
620349	High rise
620349	Jeans
620462	Boot cut
620462	Boot cut
620462	Flare leg
620462	High rise
620462	Jeans
620520	T shirt
620520	Tank top
620520	Tee shirt
620520	Tshirt
620590	Off shoulder
620590	Short sleeve
620590	Sleeveless
620590	Tank
620590	Tank top
620590	Tee
620590	Top
620610	Blouson
620620	Blouse
620630	Bath robe
620630	Blouson
620630	Boxers
620630	Briefs
620630	G string
620630	Intimates
620630	Lingerie
620630	Neglige
620630	Nightshirt
620630	Polo
620630	Seamless
620630	Singlet
620630	Sleep wear
620630	Sleepwear
620630	Underwear
620920	Softbums
620990	Brace
620990	Breeches
620990	Clothes
620990	Hosiery
620990	Leggings
620990	Onesies
620990	Overall
620990	Pants
620990	Shirt
621112	Apparel
621112	Apron
621112	Athletic wear
621112	Banadanas
621112	Bathing suit
621112	Bathing suit
621112	Motorcycle ware
621112	Motorcycle ware
621112	Motorcycle wear
621112	Ski pants
621112	Ski suit
621112	Ski wear
621112	Snow pants
621112	Speedo
621112	Sport clothing
621112	Sport clothing
621112	Swim wear
621112	Swimwear
621112	Track suit
621112	Tracksuit
621120	Suit
621210	Corsets
621210	Girdle
621290	Handkerchief
621410	Mufflers
621420	Ear muffs
621510	Tie
621590	Bow tie
630190	Bed linen
630190	Bedding
630190	Blind
630190	Crib sheet
630190	Hammock
630190	Life jacket
630190	Life jacket
630190	Sail
630190	Sheet
630190	Sheet set
630190	Towel
630190	Travelling rug
630190	Valance
630190	Window curtain
630492	Seat cover
630619	Camping goods
630619	Sailboard sail
630790	Climbing harness
630790	Mask
630790	Wire edged ribbon
630900	Textile material
631090	Scrap twine
640110	Sneakers
640219	Slippers
640219	Sneakers
640359	Cleats
640359	Flipflops
640359	Loaffer
640610	Heel cushion
640610	Heel cushion
640610	Rubber heel
650610	Chinstrap
650699	Visor
660199	Riding crop
660199	Riding crop
660199	Seat stick
660199	Umbrella
660199	Walking stick
670419	Wig
670420	Hair
680291	Travertine
680410	Grindstones
681140	Asbestos cement
681140	Cellulose fibre cement
681140	Cellulose fibre cement
690490	Porcelain
690590	Architectural ornament
690590	Architectural ornament
690590	Ceramic constructional good
690590	Chimney pots
690590	Cowls
690600	Guttering
690890	Mosaic cubes
691090	Sanitary fixture
691090	Sink
691090	Toilet tank
691090	Wash basin pedestal
691090	Wash basin pedestal
691090	Washroom fixture
691090	Water closet pan
691200	Chinaware
691200	Household articles
691200	Plate
691200	Tea pot
691200	Toilet articles
691490	Ceramic
700910	Mirror
700910	Side view mirror
700910	Side view mirror
700910	Sideview mirror
701399	Beer glass
701399	Beer glass
701399	Bowl
701399	Crystal
701399	Glass
701399	Swarovski
701399	Tankards
701510	Corrective glasses
701690	Glass form
701690	Glass plate
701690	Glass shell
701810	Imitation pearl
701810	Imitation precious stone
701810	Rosaries
710110	Emerald
710110	Rubies
711311	Jewelery
711311	Jewlry
711711	Cuff link
711719	Tie clip
730830	Iron post
730830	Pillars
730830	Steel floor
730830	Steel post
730830	Steel roof
730830	Steel window
730900	Hot water tank
730900	Steel cask
730900	Steel cask
731290	Plaited band
731290	Rope
731419	Bee trap
731419	Insect trap
731419	Insect trap
731700	Coach screws
731700	Iron nail
731700	Screws
731700	Shank
731700	Steel washers
731700	Thumbtack
731940	Crochet hooks
731940	Knitting needles
731940	Sewing needle
731990	Embroidery needle
732111	Appliance
732111	Domestic appliance
732111	Gas rings
732111	Range
732119	Cook ware
732119	Cooking
732119	Vaporizer
732219	Air heaters
732219	Air heaters
732219	Hot air distributors
732310	Iron wool
732310	Pot scourer
732310	Pot scourer
732310	Steel wool
732310	Steel wool
732393	Iron cookware
732393	Iron utensil
732393	Steel cooking utensil
732620	Cage
732620	Paint roller frames
732620	Paint roller frames
732620	Stamping tool
732620	Steel belt
732620	Steel bins
732620	Steel container
732620	Steel pallet
732620	Tool box
740100	Bolts
740100	Copper alloys
740100	Copper foil
740100	Copper tubes
740100	Copper zinc base alloys
740100	Copper zinc base alloys
740100	Plaited bands
740100	Plaited bands
740100	Spring washers
740100	Wire bar
740721	Welding
741810	Copper
761090	Aluminum
761100	Aluminum
761610	Aluminum
780199	Lead
780199	Lead powders
780199	Lead strip
790390	Zinc
790700	Building components
790700	Roof capping
790700	Roof capping
790700	Zinc pipe fitting
790700	Zinc pipe fitting
790700	Zinc tubes
790700	Zinc tubes
800700	Tin
811299	Antimony
811299	Copper
811299	Indium
811299	Iron
811299	Lead
811299	Manganese
811299	Molybdenum
811299	Tungsten
811299	Vanadium
820130	Livestock branding iron
820130	Sledge hammer
820150	Carbide inserts and bits
820150	Forged forks
820150	Hedge shears
820150	Portable butane hair curler
820150	Post hole digger
820150	Poultry shears
820150	Poultry shears
820150	Pruning shears
820150	Secateurs
820190	Bill hook
820190	Blow lamp
820190	Garden tool
820190	Hand tool
820190	Hatchet
820190	Hewing tool
820190	Horticulture tool
820190	Razor
820210	Hammer
820210	Hand operated spanners
820210	Hand saw
820210	Sledge
820210	Sledge hammer
820210	Torque meter wrench
820210	Torque meter wrench
820220	Chain
820220	Slotting
820320	Butcher cleaver
820320	Clippers
820320	Hole punch
820320	Kitchen Cleavers
820320	Loading tool
820320	Metal cutting shears
820320	Nail cutter
820320	Nail files
820320	Palette knives
820320	Paper knives
820320	Paper knives
820320	Pipe cutters
820320	Pipe cutters
820320	Plier
820320	Tweezer
820320	Wood working auger
820320	Wood working tool
820510	Carving knives
820510	Chisel
820510	Cutting plane
820510	Cutting plane
820510	Die set
820510	Portable forges
820510	Wood working cutting tool
820559	Camping tool
820559	Hammer tacker
820559	Hammer tacker
820559	Repair kit
820559	Snap on tool set
820559	Tacking
820570	Anaesthesia
820570	Clamp
820570	Surgical suction
820790	Bushing bits
820790	Clay spades
820790	Drivers
820790	Pipe
820790	Vacuum cleaners nozzle
820890	Agricultural
820890	Agricultural machinery
820890	Horticultural machinery
820890	Machines
820890	Metal working
820890	Metal working
821000	Blender
821000	Cutting tool
821000	Mince
821000	Vita mix blender
821110	Cake servers
821110	Cooking utensil
821110	Cooking utensil
821110	Fish knives
821110	Fork
821110	Kitchen tool
821110	Kitchen ware
821110	Knife
821110	Steak flatware
821110	Steak knives
821110	Utensil
821110	Utility blade
821300	Hair cut tools
830110	Clasps
830110	Combination lock
830110	Dead bolt lock
830110	Dead bolt lock
830110	Padlock
830210	Fittings
830210	Marine hardware
830241	Door closers
830241	Door opener
830241	Drapery poles
830241	Window screen
830241	Window screen
830250	Automatic door closers
830250	Automatic door closers
830250	Brackets
830300	Card index cabinets
830300	Desk supplies
830300	Indexing tags
830300	Letter clips
830300	Loose leaf binders
830300	Office equipment
830300	Office stamp stands
830300	Pen trays
830300	Staple
830300	Strong box
830300	Strong door
830610	Gongs
830610	Wind chimes
830890	Crown corks
830890	Metal screw caps
830890	Spangle
840140	Gas generators
840140	Nuclear reactors
840140	Propeller
840140	Soot removers
840140	Super heaters
840690	Regulators
840690	Spindle discs
840690	Spindle shafts
840999	Air conditioner
840999	Air filter
840999	Refrigerating unit
841451	Ceiling fan
841460	Hood fan
841460	Water heater
842121	Water conditioner
842290	Dishwasher
842959	Levellers
842959	Tamping machines
843020	Forestry machinery
843020	Forestry machinery
843020	Horticultural machinery
843020	Snow blowers
843020	Snow ploughs
843510	Machinery
843510	Water distribution housing
844319	Copying machine
844319	Flexographic machine
844319	Letterpress machine
844319	Printer parts
844790	Knitting machine
844790	Sewing machine
845019	Washing machine
845150	Hose reel
846722	Chain saws
847149	Computer server
847149	Control server
847170	Computer keyboard
847170	Computer memory
847170	Flash drive
847170	Floppy disk
847330	Mousepad
848180	Ballcock
848350	Flywheel
850110	Electric motor
850440	Ballasts
850440	Inverter
850610	Lithium
850610	Mercuric oxide
850610	Nickel cadmium
850610	Silver oxide
850819	Vacuum cleaner
850940	Food mixer
850940	Ice cream maker
850940	Ice cream maker
850940	Juice extractor
850940	Juice extractor
850980	Personal hygiene device
850980	Ultrasonic vaporizers
851020	Hair
851110	Dynamos
851110	Electrical ignition
851110	Ignition coil
851110	Ignition magnetos
851110	Ignition pack
851110	Spark ignition
851110	Spark ignition
851110	Sparking plugs
851110	Starter motors
851110	Starting equipment
851650	Indoor smokeless barbecue
851650	Indoor smokeless barbecue
851660	Cooking range
851660	Cooking stove
851671	Coffee machine
851671	Soy machine
851679	Facial steamer
851712	Cell phone
851712	Fax machine
851712	Galaxy
851712	I phone
851712	Pager
851712	Smart phone
851712	Smart phone
851712	Telephone headset
851761	ipod
851761	Kindle
851810	Microphone
851810	Telephone handsets
851810	Telephone handsets
851821	Loud speakers
851821	Speaker parts
851821	Speakers
851981	Laser video disc players
852329	CD
852329	Magnetic disc
852329	Magnetic disc
852329	Magnetic tape
852329	Software
852580	Camera
852580	Digital cameras
852580	Radio
852580	Video camera
852580	Video recorder
852871	Television receiver
853110	Fire alarm
853939	Fluorescent lamp
853990	Electronic board
853990	Electronic component
854239	Integrated circuit
854239	Integrated circuit
854442	Power cord
860900	Railway
870810	Barrier fluid
870810	Cooling kit
870810	Day lights
870810	Day lights
870810	EZ
870810	Face bar
870810	Truck cap
870810	Wing
870829	Floor mat
870840	Gauge
870840	Pitman Arm
870840	Quickshifter
870870	Ball bearing
870870	Ball bearing
870870	Locking ring
870880	Shock absorber
870880	Shock assembly
870880	Spring shock
870894	Proforged Idler
870894	Proforged Idler
870894	Steering column
870894	Steering wheel
870895	Air bag
870899	BMW
870899	GMC
870899	Honda
870899	Lincoln
870899	Mazda
870899	Mercedes
870899	Scion
871410	Axle
871410	Barrier fluid
871410	Bearing
871410	Brake booster hose
871410	Cooling kit
871410	Day lights
871495	Handle bar
871495	Handle bar
871499	Wheel
890399	Jet ski
890399	Jet ski parts
890399	Jet wave runner parts
890399	Jet wave runner parts
890399	Jet wave runner parts
890399	Kayak parts
890399	Personal watercraft
890399	Sea doo
890399	Sea doo parts
890399	Sea doo parts
890399	Seadoo
900130	Camera lense
900130	Microscope
900130	Optical elements
900130	Optical elements
900130	Photographic reducer
900319	Eyeglasses frame
900319	Glasses frame
900319	Optical frame
900319	Reading glasses
900319	Reading glasses
900319	Seeing glasses
900319	Spectacle Frame
900319	Spectacle mounting
900580	Binoculars
900580	Telescope
900691	Camera attachments
901060	Projection screen
901410	Direction finding compass
901410	Geographical positioning system
901410	Navigational instruments
901410	Navigational instruments
901540	Hydrographic
901540	Meteorological
901540	Photogrammetrical surveying
901730	Gauges
901730	Micrometers
901780	Tape measure
901811	Dental
901890	Defibrillator
901890	Enema board
902190	Aerosol therapy
902190	Artificial limb
902190	Artificial respiration
902190	Artificial teeth
902190	Catheter
902190	Dental fitting
902190	Electro cardiograph
902190	Fracture applianc
902511	Hygrometer
902511	Liquid thermometer
902511	pedometers
902511	Pressure measuring instrument
902511	Spectrophotometer
903020	Multimeter
903020	Spectrum analyzer
910119	Watches
910119	Wrist watch
910511	Cuckoo clock
911310	Watch band
911310	Watch bracelet
911310	Watch strap
920290	Banjo
920590	Accordion
920590	Bagpipe
920590	Bassoon
920590	Concert chimes
920590	Harp
920590	Harpsichord
920590	Keyboard stringed instrument
920590	Mouth organ
920590	Musical accessories
920590	Musical strings
920590	Oboe
920590	Saxophone
920590	Sousaphone
920590	Trombone
920590	Tuba
920590	Vibraharp
920590	Violin
920710	Concert bells
920710	Concert bells
920710	Electric organ
920710	Orchestral chimes
920710	Portable keyboard
920710	Vibraphones
920810	Duck call
920810	Loon call
920810	Mechanical singing bird
920810	Signalling instrument
920810	Signalling instrument
920991	Agraffe
920991	Back check wire
920991	Brass flange plate
920991	Bridge pin
920991	Bridge pin
920991	Bridle strap
920991	Bridle wire
920991	Damper wire
920991	Felt punching
920991	Felt punching
920991	Hammer head
920991	Key bottom
920991	Key pin
920991	Spruce sounding board
920999	Tuning fork
930110	Flame throwers
930110	Grenade launchers
930110	Shotgun
930110	Weapon projectors
930200	Blank ammunition
930200	Blank ammunition
930200	Captive bolt humane killer
930200	Line throwing gun
930200	Line throwing gun
930200	Muzzle loading firearm
930200	Muzzle loading firearm
930200	Slide action shotgun
930200	Sporting shotgun
930200	Target shooting shotgun
930330	Bolt action
930330	Semi automatic
930330	Sporting rifle
930330	Target shooting rifle
930390	Bolt action
930390	Semi automatic calibre rim fire
930390	Semi automatic calibre rim fire
930400	Truncheons
930510	Revolvers
930591	Bolts
930591	Firearm magazines
930591	Firing mechanisms
930591	Gas buffers
930591	Pistons locking lugs
930591	Sound moderators
930621	Firearm
930621	Gun
930690	Bombs
930690	Guided missiles
930690	Missiles
930700	Bayonets
930700	Cutlasses
930700	Lances
940120	Carseat
940151	Desk
940151	High chair
940210	Desk
940210	Seats
940510	Ceiling lighting fixture
940510	Illuminated sign
940510	Lamp
940510	Lighting fitting
940510	Nightlight
940510	Spot light
940510	Wall lamp
940550	Lantern
940550	Oil lantern
950300	Action figure
950300	Action figure
950300	Arcade game
950300	Baby
950300	Bead bracelets
950300	Beads
950300	Craft
950300	Craft supplies
950300	Die cast
950300	Doll accessories
950300	Doll dress
950300	Engine
950300	Felting kit
950300	Games
950300	Glow plug
950300	Helicopter
950300	Kit
950300	Kite
950300	Lego
950300	Marlin item
950300	Play
950300	Play balls
950300	Poly glitter
950300	Poly glitter
950300	Puppet sock
950300	Push pull
950300	Puzzles
950300	Set
950300	Skipping rope
950300	Sloter
950300	Stuffed toys
950300	Train
950300	Train accessories
950300	Train set
950300	Train signals
950300	Train tracks
950300	Tricycle
950300	Wheeled toy
950300	Wooden
950420	Supply
950450	Video game machine
950450	Video game machine
950490	Bingo equipment
950490	Hand held game
950629	Diving gear
950629	Scuba accessories
950629	Scuba gear
950629	Water sport equipment
950629	Water sport equipment
950639	Club
950639	Grip
950639	Head
950659	Racket
950659	Racketball
950659	Squash
950659	Table tennis
950659	Tennis
950662	Cricket ball
950662	Dodge ball
950662	Squash ball
950662	Tennis ball
950662	Volleyball
950670	Figure skates
950670	Ice skates
950670	In line skates
950691	Exercise machine
950691	Exercise machine
950691	Hand grips
950691	Hand grips
950691	Stationary bicycle
950691	Stationary bike
950691	Stationary bike
950699	Automated batting cage
950699	Baseball equipment
950699	Baseball equipment
950699	Bat
950699	Clay target thrower
950699	Cricket bats
950699	Elbow guard
950699	Football shoulder pads
950699	Frisbee
950699	Hockey gear
950699	Hockey puck
950699	Juggling equipment
950699	Knee guard
950699	Outdoor game
950699	Paddling pool
950699	Pitching machine
950699	Playground equipment
950699	Protective equipment
950699	Protective pad
950699	Shin pad
950699	Skate board
950699	Split rings
950699	Sport game
950699	Swimming pool
950699	Target
950699	Thigh guard
950699	Thigh pad
950699	Toboggan
950699	Waist guard
950699	Waist pad
950710	Fish bait
950710	Fish lure
950710	Fish lure
950710	Fish reel
950710	Fishing line
950710	Fishing reel
950710	Fishing tackle
950890	Amusement ride accessories
950890	Amusement ride device
950890	Shooting galleries
950890	Travelling circus
950890	Travelling theatre
950890	Travelling theatre
960110	Honeycomb
960110	Worked Ivory
960190	Animal moulding
960190	Antler
960190	Wax
960190	Worked bone
960200	Gum
960200	Resins
960200	Tortoise shell
960310	Cosmetic brush
960310	Mop
960310	Paint brush
960310	Paint brush
960310	Toilet brush
960310	Varnish brush
960400	Travel kit
960400	Travel kit
960400	Travel set
960621	Button blanks
960621	Button press
960621	Button press
960621	Press fasteners
960810	Ball point pens
960810	Felt tipped pen
960810	Felt tipped pen
960810	Fountain pens
960810	Pencil leads
960810	Propelling pencils
960810	Propelling pencils
960810	School material
961000	Drawing surfaces
961000	Writing slates
961000	Writing slates
961100	Date stamp
961100	Embossing stamp
961100	Printing stamp
961100	Sealing stamp
961310	Lighters
961400	Cigarette holders
961400	Cigarette holders
961511	Elastic bands
961511	Hair bow
961610	Cosmetic pads
961610	Powder puff
970110	Art print
970110	Decorative plaque
970110	Postage stamp
970110	Postal stationery
970110	Revenue stamp
970110	Stamped paper
970500	Historical
970500	Paleontological
970500	Science
970600	Centennial coin
970600	WWII
981700	Trophy
981800	University
989800	Ammunition magazine
989800	Automatic firearm
989800	Automatic handgun
989800	Automatic rifle
989800	Baton
989800	Belt buckle knife
989800	Belt buckle knife
989800	Belt buckle knife
989800	Butterfly knife
989800	Centrifugal knife
989800	Centrifugal knife
989800	Cross bow
989800	Cross bow
989800	Ee Cheol Bong
989800	Firearm magazine
989800	Firearm magazine
989800	Gravity knife
989800	Gravity knife
989800	Knife comb
989800	Mace
989800	Military rifle
989800	Paint ball markers
989800	Pepper spray
989800	Push dagger
989800	Push dagger
989800	Shaken
989800	Short barrelled gun
989800	Spring assisted knife
989800	Spring assisted knife
989800	Spring baton
989800	Steel cobra
989800	Switch blade
989800	Sword cane
989800	Tazer
989800	Throwing stars
989800	Torsion bar assisted knife
989800	Toy guns
989800	Umbrella daggers
300220	Saxitoxin
300220	Secretion
300230	Pet medication
300230	Pet supplies
300230	Pet supplies
300490	Alkaloids
300490	Amino Acids
300490	Analgesics
300490	Antidepressants
300490	Antihistaminic agents
300490	Antihistaminic agents
300490	Antihypertensive agents
300490	Cold preparation
300490	Corticosteroid
300490	Dextrose
300490	Epinephrine
300490	Levulose
300640	Bone reconstruction cement
300640	Dental fillings
300660	Ostomy appliance
310229	Diammonium hydrogenorthophosphate
310229	Diammonium phosphate
310229	Fertilizer
310229	Magnesium potassium sulphate
310229	Potassium chloride
310229	Potassium sulphate
310229	Sodium nitrate
310229	Sodium nitrate
320290	Acid dyes
320290	Direct dyes
320290	Ferrocyanides
320290	Fluorescent brightening agents
320290	Hexacyanoferrates
320290	Liquid lustres
320290	Lithopone
320290	Luminophores
320290	Prepared colours
320290	Ultramarine preparations
320290	Wattle extract
320300	Food decorating color
321390	Amusement colours
321390	Artist colours
321390	Enamel
321390	Paint
321390	Paint pans
321390	Varnish
321410	Caulking compounds
321410	Glazier putty
321410	Non refractory surfacing preparations
321410	Painter fillings
321590	Fountain pen ink
321590	Fountain pen ink
330119	Body oil
330119	Essential oils
330119	Massage oil
