HS CODE	DESCRIPTION  / KEYWORD
330119	Massage oil
330119	Pot pourri
330190	Oleoresin paprika
330210	Odoriferous mixtures
330210	Odoriferous substances
330300	Eau de toilette
330300	Toilet waters
330590	Frizz control
330610	Tooth whitener
330690	Dentifrice
330690	Denture fixative paste
330690	Denture fixative powder
330690	Oral rinse
330690	Toothpaste
330720	Deodarent
330720	Deodorizers
330749	Balsam Sticks
330749	Diffuser
330790	After shave preparations
330790	After shave preparations
330790	Bath gel
330790	Bath preparations
330790	Bath preparations
330790	Bath salt
330790	Contact lens solution
330790	Depilatories
330790	Shave preparation
330790	Shaving gel
330790	Shaving gel
330790	Shaving set
330790	Toilet preparations
330790	Toilet preparations
340120	Linen soap
340120	Linen soap
340290	Stabilizers
340311	Anti corrosion preparations
340311	Anti corrosion preparations
340311	Anti rust preparations
340311	Anti rust preparations
340311	Bolt release preparations
340311	Bolt release preparations
340311	cutting oil preparations
340311	Mould release preparations
340311	Petroleum based lubricants
340420	Footwear
340420	Polyethylene glycol
340600	Tealight
350190	Rubber cement
360200	Ferro cerium
360200	Ferro cerium
360200	Fireworks
360200	Lighter fuel
360200	Lighters gas
360200	Liquid gas
360200	Liquid gas
360200	Prepared explosives
360200	Resin torches
360200	Sgnalling flares
360200	Sgnalling flares
370110	Dental x ray
370110	Photographic plates
370110	Photographic plates
370110	Photographic transmission machine paper
370120	Colour photography film
370120	Colour photography plates
370120	Film
370120	Instant print film
370120	Photographic paper
370120	photographic sensitizing emulsions
370120	Polychrome
380190	Activated clay
380190	Colloidal graphite
380190	Furnace lining paste
380190	Furnace lining paste
380190	Gum turpentine oil
380190	Gum turpentine oil
380190	Lignin pitch
380190	Powdered lignin sulphonates
380190	Rosin acid
380190	Sulphate turpentine oil
380190	Sulphite lye
380190	Sulphite lye
380190	Tall oil
380190	Vegetable pitch
380190	Wood naphtha
380190	Wood turpentine oil
380850	Anti sprouting products
380850	Anti sprouting products
380850	Bug repellant
380850	Fungicides
380850	Insect Bait
380850	Insect lure
380850	Insect repellent
380850	Plant growth regulators
380850	Repellant
380850	Rodenticides
381590	Anti corrosive preparations
381590	Brazing paste
381590	Brazing paste
381590	Catalytic preparations
381590	Catalytic preparations
381590	Compound plasticizers for plastics
381590	Dye carriers
381590	Dye carriers
381590	Finishing agents
381590	Fire extinguisher charges
381590	Fire extinguishers preparations
381590	Fire extinguishing grenades
381590	Mixed alkylbenzenes
381590	Organic composite solvents
381590	Prepared rubber accelerators
381590	Reaction accelerators
381590	Reaction initiators
381590	Rust preventative preparation
381590	Soldering powder
381590	Viscosity improvers
381590	Welding paste
381590	Welding powder
381900	Anti freezing preparations
381900	Clinical waste
381900	Hydraulic brake fluid
381900	Hydraulic brake fluid
381900	Hydraulic transmission fluid
381900	Municipal waste
381900	Prepared de icing fluid
381900	Sewage sludge
381900	Windshield fluid
382600	Biodiesel fuel
390110	Acrylonitrile butadiene styrene copolymers
390110	Ethylene vinyl acetate copolymers
390110	Polymers of ethylene
390110	Polymers of ethylene
390110	Polymers of styrene
390230	Propylene copolymers
391710	Vinyl
392049	Screen saver
392590	Balconies
392590	Balustrade
392590	Bathroom accessories
392590	Bathroom accessories
392590	Bathroom set
392590	Carrier
392590	Container
392590	Cup holder
392590	Cupolas
392590	Disposable container
392590	Disposable container
392590	Door
392590	Dovecotes
392590	Dresser covers
392590	Flask
392590	Food saver
392590	Jar
392590	Ornamental articles
392590	Picnic coolers
392590	Rainwear
392590	Shelving
392590	Shutters
392590	Spa
392590	Tag
392590	Toilet seat
392590	Wrap
392690	Douche bag
392690	Dress shield
392690	Dress shield
392690	Hot water bottle
392690	Hot water bottle
392690	Hypodermic syringes
392690	Ice bags
392690	Nursing cushion
392690	Nursing nipple
392690	Pacifiers
392690	Plastic
392690	Prophylactics
392690	Sanitary belt
392690	Sanitary belt
392690	Vinyl
400110	Camel back strips
400110	Carboxylated styrene butadiene
400110	Chicle
400110	Compounded rubber
400110	Styrene butadiene rubber
401110	Pneumatic tires
401140	Tire
401410	Boat fender
401410	Bottle stoppers
401410	Condoms
401410	Rubber bands
401410	Sheath contraceptives
401519	Mittens
401519	Mitts
401691	Floor mat
401691	Padded flooring
401693	Motorcyccle upper bridge
401693	Motorcyccle upper bridge
401695	Air mattresses
410120	Hide
410120	Skin
410120	Tanned hides
410120	Whole hide
411410	Chamois leather
411410	Composition leather
411410	Patent laminated leather
411410	Patent leather
420211	Beverage bags
420211	Book bag
420211	Luggage
420211	Musical instrument case
420211	Novelty
420211	Pack
420211	Satchel
420211	Stampede
420211	Touring pack
420219	Book bag
420219	Briefcases
420219	Gucci bag
420219	Musical instrument case
420219	Musical instrument case
420221	Epi Lussac
420229	Hand bag
420231	Pipe case
420231	Pocket book
420231	Pocketbook
420239	Cigar case
420239	Pipe case
420239	Tobacco pouch
420239	Wallet
420291	Jewelery box
420291	Rucksack
420291	Shoulder tote
420291	Tote bag
420292	Jewellery box
420292	Maxpedition Mongo
420292	Shoulder tote
420292	Tactical soms
420292	Watch box
420299	Bag
420330	Bandolier
430180	Fur
430180	Raw fur skin
430180	Raw fur skin
430310	Fur skin
430310	Fur skin
440110	Cooper
440110	Densified
440110	Fire logs
440110	Fire logs
440110	Firewood
440110	Load boards
440110	Log
440110	Saddle trees
440110	Saddle trees
440110	Stave
440110	Wafer board
440110	Wood Chips
440110	Wood tub
440910	Flooring
440929	Oak floor
440929	Oak floor
441210	Laminated wood
441294	Laminboard
441400	Frame
441400	Painting frame
441400	Painting frame
441400	Photograph frame
441400	Wood frame
441510	Crate
441820	Door frame
441900	Bird feeder
441900	Bookend
441900	Rolling pin
441900	Spice rack
441900	Tool handle
442090	Bookends
442090	Hat rack
450490	Cork
450490	Cork stoppers
450490	Cork tile
480100	Newspaper
480100	Paper
480100	Paperboard
480100	Tissue
480630	Glassine
480630	Kraft
480630	Perforated
480920	Copy
481720	Felt paper
481720	Felt paper
481720	Fluting paper
481720	Paper cup
481720	Paper sheet
481720	Paper tray
481720	Printing paper
481720	Stationary
481890	Serviettes
490700	Share
490700	Stamp paper
491191	Baseball cards
491191	Football cards
491191	Hockey cards
491191	Sports cards
491191	Trading cards
491191	Trading cards
510119	Yarn
530129	Knitting item
530129	Knitting supplies
540120	Linen fabric
550190	Synthetic filament tow
550190	Synthetic staple fibres
560121	Binder twine
560121	Binder twine
560121	Cord thread
560121	Cordage
560121	Handknitting yarn
560121	Knotted netting of twine
560121	Rope
560121	Rope twine
560121	Textile fibres
560121	Textile flock
560121	Textile materials
560811	Slackline kit
570500	Textile floor covering
580190	Corduroy
580190	Hand woven tapestries
580190	Insignia
580190	Quilted textile
580190	Terry cloth
580190	Terry towelling
580190	Textile label
580190	Weft pile fabrics
580190	Weft pile fabrics
580890	Pom pom
610190	Wind cheater
610310	Blazer
610310	Bloomer
610310	Dress
610310	Overall
610310	Tuxedo
610310	Uniform
610711	Underwear
610729	Bath robe
610729	Bathrobe
610729	Briefs
610729	Gown
610729	Romper
610729	Shirt
610729	Singlet
610729	Sleep wear
610729	Slip
610729	Underpants
610990	Off the shoulder
610990	Short sleeve
610990	T shirt
610990	Tank
610990	Tricot
611011	Pullover
611011	Sweatshirt
611219	Apron
611219	Athletic wear
611219	Banadanas
611219	Bathing suit
611219	Body suit
611219	Hoodie
611219	Motorcycle ware
611219	Motorcycle wear
611219	Ski suit
611219	Snow pants
611219	Sport clothing
611219	Sport clothing
611219	Swimwear
611219	Track suit
611490	Leotard
611510	Leggings
611510	Tights
611699	Gloves
611780	Badge
611790	Cycling short insert
611790	Protective suit
620111	Raincoat
620112	Anorak
620112	Cape
620112	Rain coat
620112	Smock
620113	Overcoat
620311	Dress
620311	Overall
620311	Tuxedo
620311	Uniform
620343	Dress
620343	Overall
620343	Pettiskirt
620349	Low rise
620520	Off the shoulder
620520	Short sleeve
620520	Sleeveless
620520	Tank top
620520	Tee
620520	Top
620590	T shirt
620590	Tank top
620590	Tee shirt
620590	Tshirt
620610	Blouse
620630	Bath robe
620630	Flannelette
620630	Gown
620630	Nightdress
620630	Petticoat
620630	Robe
620630	Shirt
620630	Sleep wear
620630	Undershirt
620630	Undies
620920	Cloth diapers
620990	Accessories
620990	Bib
620990	Garment
620990	Outfit
620990	Pyjamas
620990	Trouser
621112	Active wear
621112	Camis
621112	Camisole
621112	Capri
621112	Nylon
621112	Snow suit
621112	Swim wear
621133	Garment
621210	Braces
621410	Mantillas
621420	Ear muffs
621420	Shawl
621420	Veils
621510	Bow
621510	Bow tie
621510	Bowtie
621590	Cravat
621600	Gloves
630190	Awning
630190	Bed sheets
630190	Bed skirt
630190	Blanket
630190	Cover
630190	Curtain
630190	Cushion cover
630190	Dish cloths
630190	Dish cloths
630190	Fitted sheet
630190	Floor cloth
630190	Linen
630190	Pillow sham
630190	Pneumatic mattress
630190	Sheet set
630190	Travelling rug
630492	Seat cover
630539	Bag
630619	Canopy
630619	Landcraft sail
630619	Sail
630619	Sail bag
630619	Sail bag
630619	Sailboard sail
630619	Sunblind
630790	Burial shroud
630790	Burial shroud
630790	Evacuation chute
630790	Evacuation chute
630790	Evacuation system
630790	Face mask
630790	Furniture moving pads
630790	Furniture moving pads
630790	Respirator
630790	Tubular webbing
630900	Cloth
630900	Clothing
631090	Scrap twine
640110	Booties
640110	Boots
640110	Espadrille
640110	Flipflop
640110	Sandal
640110	Shoes
640219	Booties
640219	Flipflop
640219	Sandal
640359	Footwear
640359	Shoes
640590	Ballet flats
640590	Calk
640590	Orthopedic
640590	Orthotics
650610	Hat
650610	Helmet
660199	Cane
660199	Seat stick
660199	Walking stick
660199	Whip
670100	Down
670210	Down
670419	Eyebrows
670419	Eyelashes
670419	Weave
670490	Hair
680210	Roofing granules
680710	Casts
680911	Gypsum wallboard
681011	Building block
681011	Building block
681140	Cellulose fibre cement
681140	Magnesium carbonate
681140	Magnesium carbonate
681320	Brake pads
681520	Peat
690590	Ceramic constructional good
690590	Chimney pots
690600	Gutter
690890	Ceramic cubes
690890	Hearth tile
690890	Paving tile
690890	Paving tile
690890	Wall tiles
691090	Bath
691090	Flushing cistern
691090	Toilet tank
691090	Wash basin
691090	Water closet pan
691090	Water closet pan
691200	Ashtray
691200	Corningware
691200	Earthenware
691200	Flower pot
691200	Urne
691310	D cor articles
691310	Decoration
691310	Ornament
691310	Porcelain figurine
691310	Statuettes
691490	China Porcelain
691490	Pottery
691490	Stone ware
691490	Tile
700239	Glass items
700910	Rear view mirror
700910	Rearview mirror
701399	Decanter
701399	Drinking glasses
701399	Fish bowl
701399	Glass ornament
701399	Glass vase
701399	Glass ware
701510	Corrective glasses
701690	Glass panel
701810	Glass statuettes
701810	Glass statuettes
701810	Imitation pearl
701810	Imitation precious stone
710110	Cultured pearl
710110	Diamond
710110	Precious stone
710110	Semi precious stone
710110	Semi precious stone
711411	Silver
711711	Studs
711719	Imitation jewellery
711810	Coin
730719	Tube fitting
730830	Columns
730830	Deck
730830	Iron grill
730830	Ramp
730830	Rod
730830	Staircase
730830	Steel ceiling
730830	Steel frame
730830	Steel grill
730830	Steel roof
730840	Theatre props
730840	Theatre props
730900	Septic tank
730900	Steel box
730900	Steel box
730900	Steel drum
730900	Steel reservoirs
730900	Steel reservoirs
730900	Steel tank
730900	Vacuum tank
731290	Wire cloth
731290	Wire sling
731419	Chain link
731419	Insect screening
731419	Insect screening
731700	Corrugated nail
731700	Screw hook
731700	Spike
731700	Steel nail
731700	Steel rivet
731940	Bodkins
731940	Needlepoint
731940	Sewing
731940	Tapestry kit
731990	Needles
732111	Boiler
732111	Brazier
732111	Burner
732111	Cooking chamber
732111	Grille
732111	Plate warmers
732111	Rotisserie
732111	Top surface panel
732111	Top surface panel
732119	Cook ware
732119	Cookware
732119	Pots
732310	Scouring gloves
732393	Bread box
732393	Iron cookware
732393	Iron pan
732393	Iron utensil
732393	Le creuset
732393	Mixing bowls
732393	Mixing bowls
732393	Pans
732393	Stainless cookware
732393	Steel box
732393	Steel box
732393	Steel cookware
732393	Steel tray
732490	Stainless steel bottle
732620	Ladder
732620	Material handling equipment
732620	Material handling equipment
732620	Racks
732620	Steel container
732620	Steel hanger
732620	Steel pallet
732620	Tinplate
740100	Copper tubes
740100	Ingot bars
740100	Ingot bars
740100	Nickel
740100	Stranded wire
741510	Copper
761510	Aluminum
761691	Aluminum
780199	Lead plates
780199	Lead sheets
790700	Skylight frames
790700	Zinc discs
790700	Zinc gutters
790700	Zinc pipes
790700	Zinc sleeves
790700	Zinc tube
800300	Pewter
800300	Tin
800300	Tin bars
800300	Tin foil
800300	Tin profiles
800300	Tin wire
811299	Beryllium
811299	Cadmium
811299	Columbium
811299	Hafnium
811299	Niobium
811299	Rhenium
811299	Zirconium
820130	Bill hook
820130	Hammer
820130	Hewing tool
820130	Livestock branding iron
820150	Portable butane hair curler
820150	Post hole digger
820150	Pruning hook
820190	Axes
820190	Beach roller
820190	Beach roller
820190	Blow lamp
820190	Forestry tool
820190	Grape crusher
820190	Pick
820210	Hand operated wrenches
820210	Hand saw
820220	Straight
820320	Butcher cleaver
820320	Choppers knives
820320	Cutting blade
820320	Cutting blade
820320	Letter openers
820320	Palette Knife
820320	Pedicure sets
820320	Pencil sharpeners
820320	Perforating punches
820320	Perforating punches
820320	Pincers
820320	Puller
820320	Rasp
820510	Die set
820510	Die stocks
820510	Die stocks
820510	Drilling tool
820510	Fixed blade knives
820510	Tapping tool
820510	Tapping tool
820510	Threading tool
820510	Threading tool
820510	Vice
820510	Wood working cutting tool
820510	Wood working cutting tool
820559	Camping tool
820559	Machine
820559	Piano repair kit
820559	Powertool
820559	Snap on tool set
820559	Spray
820559	Stapling
820570	Cobalt therapy units
820570	Cobalt therapy units
820570	Oxygen administering apparatus
820570	Sterilizers
820570	Surgical suction
820790	Bushing bits
820790	Front spades
820790	Pins
820790	Star drills
820790	Vacuum cleaners nozzle
820890	Horticultural machinery
820890	Lawn mowers
820890	Mechanical appliances
820890	Parks mower
820890	Sports grounds mower
820890	Sports grounds mower
821000	Cutting tool
821000	Food processor
821000	Food shred
821000	Wine opener
821110	Blades
821110	Henckel
821110	Steak knives
821110	Table knives
821193	Pocket survival kit
821193	Pocket survival kit
821193	Swiss army knife
821193	Swiss army knife
821300	Hair cut equipment
821300	Hair cut equipment
821300	Hair cut tools
830110	Lockset
830210	Boat parts
830210	Marine equipment
830210	Marine parts
830210	Marine products
830210	Skeg guard
830210	Skeggard
830241	Door closers
830241	Door hardware
830241	Drapery accessories
830241	Drapery accessories
830241	Drapery rods
830250	Automatic door closers
830300	Armoured safe
830300	Card index cabinets
830300	Filing cabinets
830300	Letter corners
830300	Lockers
830300	Loose leaf binders
830300	Office supplies
830300	Office supplies
830300	Paper clips
830300	Paper clips
830300	Paper rests
830300	Paper trays
830300	Pen trays
830300	Safe deposit
830610	Wind chime
830890	Hooks
830890	Metal screw caps
831000	Metal sign
831000	Name plates
831000	Sign plates
840140	Gas recoverers
840140	Nuclear reactors
840140	Purifiers
840140	Super heaters
840690	Blade diaphragms
840690	Spindle shafts
840999	Furnace burner
841381	Pool pump
841381	Spa pump
841451	Ceiling fan
841451	Convection blower
841451	Fan
841451	Table fan
841451	Table fan
842121	Filtering machine
842121	Purifying machinery
842121	Purifying machinery
842121	Water conditioner
842121	Water filtration
842121	Water purifier
842310	Fire extinguishers
842310	Hoists
842310	Household scale
842310	Personal weighing machines
842310	Scale
842959	Angledozers
842959	Graders
842959	Road rollers
842959	Tamping machines
843020	Planters
843020	Snow blowers
843020	Snow ploughs
843510	Water distribution housing
843510	Water distribution housing
844319	Copying machine
844319	Gravure machine
844319	Letterpress machine
844319	Printer parts
844790	Sewing machine
845019	Laundry dryer
845150	Hose reel
846722	Jig saw
846722	Reciprocating saw
847149	Computer server
847149	Server
847170	Computer memory
847170	Disc drive
847170	Hard disk
847170	Joysyick
847170	Laptop
847170	Magnetic drive
847170	Magnetic tape drive
847170	Portable computer
847170	Thumb drive
848180	Control valve
848180	Control valve
848180	Faucet
848180	Solenoid valve
848180	Solenoid valve
848180	Valve
850110	Motor
850110	Vacuum motor
850440	Adapter
850440	Phone charger
850440	Power supply
850519	Magnet
850610	Electric accumulators
850610	Silver oxide
850940	Food mixer
850980	Microderm equipment
851110	Compression ignition
851110	Glow plug
851110	Ignition coil
851110	Ignition pack
851110	Magneto-dynamos
851110	Starter motors
851390	Flashlight holder
851629	Electric space heater
851650	Cooking plate
851650	Cooking plate
851650	Griller
851650	Indoor smokeless barbecue
851650	Rice cooker
851671	Coffee maker
851671	Tea maker
851672	Fabric steamer
851672	Fabric steamer
851712	Amplifier
851712	Answering machine
851712	Bluetooth
851712	Cellular phone
851712	Head phones
851712	Modulator
851712	Motorolla
851761	i pod
851761	Tablet
851810	Earphone
851810	Headphone
851810	Microphone stand
851821	Loud speakers
851981	Cassette player
851981	CD player
851981	Compact disc players
851981	Panasonic
851981	Tapedeck
852329	Musical recording
852329	Video recording
852329	Video tape
852329	Vinyl record
852580	Digital cameras
852580	Kodak
852580	Radio navigational aid
852580	Radio parts
852580	TV lamp
852580	TV parts
852692	Remote control
852871	Satellite receiver
852872	Television
853110	Burglar alarm
853110	Smoke detectors
853110	Smoke detectors
853939	Fluorescent lamp
853990	Cathode
853990	Electrode
853990	Electronic board
853990	Electronic component
853990	Electronic device
854442	Power bar
860900	Train
870810	Ball joint
870810	Bellhousing
870810	Belly pan
870810	Bumper
870810	Chassis
870810	Chassis frame
870810	Coding plug
870810	Cooling kit
870810	Cooloing system
870810	Deflector
870810	Door edge guard
870810	Dual gauge
870810	Edge guard
870810	Edge guard
870810	Stampings
870840	Clutch
870840	Drive axle
870840	Non driving axles
870840	Parking brake cable
870840	Steering column
870870	Wheel
870880	Spring shock
870880	Suspension system
870892	Exhaust
870892	Exhaust pipe
870892	Silencer
870894	Idler arm
870894	Tie rod assembly
870895	Air bag
870899	Chevrolet
870899	Nissan
870899	Wolkswagen
871410	Ball joint
871410	Bellhousing
871410	Belly pan
871410	Belly pan
871410	Bumper
871410	Carburater
871410	Chassis frame
871410	Coding plug
871410	Coding plug
871410	Cooling kit
871410	Deflector
871410	Door edge guard
871495	Car saddle
890399	Jet ski
890399	Jet wave blaster parts
890399	Jet wave blaster parts
890399	Jet wave blaster parts
890399	Jet wave blaster parts
890399	Jet wave runner parts
890399	Jetski parts
890399	Kayak parts
890399	Personal watercraft parts
890399	Personal watercraft parts
890710	Inflatable raft
900130	Contact lenses
900130	Lenses
900130	Optical cable
900130	Photographic reducer
900130	polarizing material
900130	Spectacle lenses
900130	Spectacle lenses
900319	Eye wear
900319	Eyeglasses frame
900319	Eyewear
900319	Glasses frame
900319	Seeing glasses
900319	Spectacle Frame
900410	Sunglasses
900580	Monoculars
900580	Scope
900630	Flash
900630	Light flash
900691	Camera part
900691	Camera shutters
900691	Tripod top
901410	Direction finding compass
901410	GPS
901410	Navigation system
901540	Oceanographic
901540	Photogrammetrical surveying
901540	Surveying
901780	Measuring rule
901780	Measuring tape
901811	Health
901811	Medical
901890	Enema board
901890	Massager
901890	Nasal aspirator
901890	Nasal aspirator
902190	Aerosol therapy
902190	Defibrillator
902190	Dental fitting
902190	Electro cardiograph
902511	Manometer
902511	Manostat
902511	Pressure measuring instrument
902511	Psychrometer
902511	Stroboscope
902511	Thermometer
903020	Precision instrument
903020	Spectrum instrument
910119	Electronic clock
910119	Pocket watch
910119	Wrist watch
910119	Wristwatch
910390	Clock
910390	Desk clock
910690	Parking meter
920110	Piano
920590	Baritone
920590	Castanet
920590	Concert chimes
920590	Cornet
920590	Drum sets
920590	Euphonium
920590	Keyboard pipe organ
920590	Musical instrument part
920590	Musical parts
920590	Musical strings
920590	Viol
920710	Accordions
920710	Concert chimes
920710	Electric piano
920710	Keyboard
920710	Marimbas
920710	Portable keyboard
920710	Regal
920810	Animal call
920810	Decoy
920810	Fairground organ
920810	Loon call
920810	Mechanical singing bird
920810	Music box
920991	Back check wire
920991	Back check wire
920991	Brass flange plate
920991	Bridle leather
920991	Bridle strap
920991	Centre brass pin
920991	Damper rod
920991	Damper rod
920991	Damper socket
920991	Damper wire
920991	Hammer wire
920991	Hitch pin
920991	Key bottom
920991	Pressure bar
920991	Rail hook
920991	Rail hook
920991	Spruce sounding board
920999	Pitch pipe
930110	Torpedo tubes
930200	Gun
930200	Hunting shotgun
930200	Line throwing gun
930200	Pump shotgun
930200	Shotgun
930200	Slide action shotgun
930200	Target shooting shotgun
930330	Bolt action rifle
930330	Rifle
930330	Rim fire
930390	Bolt action
930400	Pistols
930400	Rifle
930591	Bolt carriers
930591	Bolt carriers
930591	Flash eliminators
930591	Gunlocks
930591	Pistons locking lugs
930591	Pistons locking lugs
930690	Grenades
930690	Munitions
930690	Torpedoes
940120	Car seat
940120	Stroller carseat
940151	Bed
940151	Cabinet
940151	Seat
940210	Cabinet
940210	Furniture
940430	Sleeka lite
940490	Pillow
940510	Ceiling lighting fixture
940510	Chandelier lamp
940510	Lighting fitting
940510	Wall lighting fixture
940530	Christmas lights
950300	Accessories
950300	Aircraft
950300	Animals
950300	Art supplies
950300	Board game
950300	Boardgame
950300	Car
950300	Car kit
950300	Car kit
950300	Construction
950300	Construction sets
950300	Craft embellishments
950300	Craft supplies
950300	Die cast kit
950300	Doll carriage
950300	Doll dress
950300	Drums
950300	Felting animal
950300	Felting kit
950300	Jigsaw puzzle
950300	Jigsaw puzzle
950300	Musical
950300	Plush animals
950300	Railroad
950300	Reduced size
950300	Scooter
950300	Slotcar
950300	Stuffed animals
950300	Stuffed toys
950300	Toy
950300	Train accessories
950300	Train tracks
950300	Wheeled toy
950420	Article
950440	Playing cards
950450	Game console
950450	Playstation
950450	Xbox
950490	Bowling equipment
950490	Bowling equipment
950490	Hand held game
950490	Paintball
950629	Scuba equipment
950629	Scuba equipment
950629	Scuba gear
950629	Surf boards
950629	Surfboard
950629	Surfboard fins
950629	Surfboard fins
950629	Water fins
950629	Water skis
950659	Badminton
950662	Bowling ball
950662	Foot ball
950662	Inflatable ball
950662	Inflatable ball
950670	Figure skates
950670	Skate
950691	Elliptical
950691	Exercise
950691	Exercise bicycle
950691	Exercise bike
950691	Stair climbing
950691	Stair climbing
950691	Stationary bicycle
950691	Treadmill
950699	Arrow
950699	Arrowhead
950699	Badminton set
950699	Clay target thrower
950699	Curling stone
950699	Curling stone
950699	Elbow guard
950699	Elbow pad
950699	Face mask
950699	Football masks
950699	Football shoulder pads
950699	Football shoulder pads
950699	Goalie equipment
950699	Hip pad
950699	Hockey gear
950699	Hockey puck
950699	Huntung target
950699	Juggling club
950699	Juggling club
950699	Paddle
950699	Paddling pool
950699	Pitching machine
950699	Playground equipment
950699	Protective gear
950699	Protective guard
950699	Protective guard
950699	Shoulder guard
950699	Shuttle cocks
950699	Split rings
950699	Sport game
950699	Swimming pool
950699	Thigh guard
950699	Throwing machine
950699	Trapshooting
950699	Wading pool
950699	Waist guard
950710	Fish bait
950710	Fish hook
950710	Fish jiggers
950710	Fish net
950710	Fishing accessories
950710	Fishing line
950710	Fishing rods
950710	Fishing sinkers
950710	Fishing supplies
950890	Amusement ride device
950890	Amusement ride part
950890	Fairground amusement
950890	Roundabout
960110	ivory carving
960110	Ivory moulding
960190	Animal carving material
960190	Animal moulding
960190	Horn
960190	Tortoise shell
960190	Tortoise shell
960190	Worked bone
960200	Animal carving material
960200	Gelatin
960200	Stearin
960310	Air brush
960310	Brushes
960310	Floor sweepers
960310	Hair brush
960310	Shaving brush
960310	Varnish brush
960400	Hand riddles
960621	Press fasteners
960621	Press studs
960621	Snap fasteners
960621	Snap fasteners
960810	Ball point pens
960810	Fountain pens
960810	Pastels
960810	School supplies
960810	School supplies
960810	Stylograph pens
960810	Stylos
961000	Drawing board
961000	Writing surface
961400	Pipe bowls
961511	Curling grips
961511	Curling pins
961511	Hair accessories
961511	Hair bow
961511	Hair clip
961511	Hairpins
961511	Head band
961610	Cosmetics applicator
961610	Cosmetics applicator
961610	Scent sprays
961610	Toilet sprays
961800	Tailor dummies
961900	Diapers
970110	Art print
970110	Drawing
970110	Plaque
970110	Postal stationery
970110	Print
970110	Stamped paper
970500	Ethnographic
970500	Mineralogical
970600	Centennial coin
989800	Airsoft guns
989800	Ammunition
989800	Automatic handgun
989800	Automatic knife
989800	Automatic knife
989800	Balisong knife
989800	Bladed finger
989800	Bladed finger
989800	Brass knuckles
989800	Brass knuckles
989800	Butterfly knife
989800	Ee Cheol Bong
989800	Kit Rae Fang Baelin
989800	Kiyoga Baton
989800	Knife comb
989800	Manrikigusari
989800	Military firearm
989800	Military firearm
989800	Military handgun
989800	Morning star
989800	Nunchaku sticks
989800	Paint ball markers
989800	Pepper spray
989800	Short barrelled firearm
989800	Short barrelled handgun
989800	Short barrelled handgun
989800	Short barrelled rifle
989800	Speed safe knife
989800	Spiked wristband
989800	Spring baton
989800	Starter pistols
989800	Sword cane
989800	Three section staff
989800	Three section staff
989800	Umbrella daggers
989800	Weapons
250100	Portland cement
250100	Quartzite
250100	Sea water
250100	Sillimanite
250100	Sodium chloride
250100	Table salt
250100	Table salt
250100	Tripolite
250100	Unroasted iron pyrites
250100	Unroasted iron pyrites
260111	Chromium
260111	Cobalt
260111	Uranium
261800	Residues
261800	Scalings
270900	Alkylenes
270900	Paraffin wax
270900	Petroleum bitumen
271114	Butadiene
271210	Ozokerite
271210	Peat wax
271210	Petroleum wax
271210	Slack wax
280300	Alkali
280300	Alkaline earth metals
280300	Argon
280300	Chlorosulphuric acid
280300	Phosphoric acid
280300	Silica gel
280300	Sodium
280300	Sulphuric acid
282590	Bromide
282590	Chromium
282590	Cyanide
282590	Halide
282590	Magnesium
282619	Aluminum fluoride
282619	Fluorides
282619	Fluorine salts
282619	Potassium bromide
282739	Titanium tetrachloride
282990	Bromates
282990	Chlorates
282990	Nitrites
282990	Sulphide
283699	Aluminosilicate
283699	Anhydrous
283699	Calcium hydrogenorthophosphate
283699	Cyanide
283699	Dicalcium phosphate
283699	Dicalcium phosphate
283699	Disodium tetraborate
283699	Percarbonate
283699	Peroxometallic acids
283699	Sodium bicarbonate
283699	Sodium bicarbonate
283699	Sodium hydrogencarbonate
283699	Sodium tripolyphosphate
284390	Cerium
284390	Colloidal precious metal
284390	Compressed air
284390	Gold compound
284390	Silver compound
284390	Silver nitrate
284440	Deuterium oxide
284440	Spent Heavy water
284440	Thorium
290129	Aldrin
290129	Benzene
290129	bromotrifluoromethane
290129	Butane
290129	Butene
290129	Chlorodifluoroethanes
290129	Chlorodifluoromethane
290129	Chloroform
290129	Chloromethane
290129	Cyclene
290129	Ethyl chloride
290129	Ethylene dibromide
290129	Hexachlorocyclohexane
290129	Hydrocarbo
290129	Isoprene
290129	Octanol
290129	Pentane
290129	Toluene
293690	Advil
293690	Aloe gold
293690	Bilemin
293690	Bioslim
293690	Buprenorphine
293690	Cacao
293690	Cleanse
293690	Cough medicine
293690	Dermawhey
293690	Diet supplement
293690	Dietary pills
293690	Dietary supplement tea
293690	Enula defense
293690	Ephedrine
293690	Folic acid
293690	Food liquid
293690	Glycoside
293690	Green coffee bean
293690	Health powder
293690	Health supplement
293690	Herbal tablets
293690	Hydrocortisone
293690	Krill oil
293690	Maca powder
293690	Mint matrix
293690	Motrin
293690	Mucuna
293690	Multivitamins
293690	Neuroreplete
293690	Non prescription medication
293690	Nutritional supplement
293690	Oestrogens
293690	Ointment
293690	Protandim
293690	Sport nutrition
293690	Xylitol
294110	Prescription
300220	Animal tissue
300220	Bacteriophage
300220	Blood plasma
300220	Human tissue
300220	Immunological products
300220	Serum globulin
300220	Serum globulin
300490	Antacids
300490	Dermatological agents
300490	Estrogen
300490	Ivermectin
300490	Local anaesthetics
300490	Local anaesthetics
300490	Pediatric drops
300490	Streptomycins
300640	Dental cements
300660	Waste pharmaceuticals
